object_id,object_name,object_kind,identifier_parameters_json,attributes_count,attributes_json,applicable_nf_json,applicable_products_json,category_path_json,description,commands_count
OBJVERBOSEQRY,OBJVERBOSEQRY,entity,"[""VERBOSEQRYTYPE""]",24,"[{""parameter_name"": ""VERBOSEQRYTYPE"", ""data_type"": ""enum"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""IPLISTNAME"", ""data_type"": ""string"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“VERBOSEQRYTYPE”配置为“IPLIST_VERBOSE”时为必选参数。""}, {""parameter_name"": ""HOSTNAME"", ""data_type"": ""string"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“VERBOSEQRYTYPE”配置为“HOST_VERBOSE”时为必选参数。""}, {""parameter_name"": ""FILTERNAME"", ""data_type"": ""string"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“VERBOSEQRYTYPE”配置为“FILTER_VERBOSE”时为必选参数。""}, {""parameter_name"": ""FILTERQRYTYPE"", ""data_type"": ""enum"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“VERBOSEQRYTYPE”配置为“FILTER_VERBOSE”时为必选参数。""}, {""parameter_name"": ""FLOWFILTERNAME"", ""data_type"": ""string"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“VERBOSEQRYTYPE”配置为“FLOW_FILTER_VERBOSE”时为必选参数。""}, {""parameter_name"": ""SRVPROPNAME"", ""data_type"": ""string"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“VERBOSEQRYTYPE”配置为“SERVICE_PROP_VERBOSE”时为必选参数。""}, {""parameter_name"": ""L7FILTERNAME"", ""data_type"": ""string"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“VERBOSEQRYTYPE”配置为“L7FILTER_VERBOSE”时为必选参数。""}, {""parameter_name"": ""PCCACTPROPNAME"", ""data_type"": ""string"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“VERBOSEQRYTYPE”配置为“PCC_ACT_PROP_VERBOSE”时为必选参数。""}, {""parameter_name"": ""URRNAME"", ""data_type"": ""string"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“VERBOSEQRYTYPE”配置为“URR_VERBOSE”时为必选参数。""}, {""parameter_name"": ""URRGROUPNAME"", ""data_type"": ""string"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“VERBOSEQRYTYPE”配置为“URRGROUP_VERBOSE”时为必选参数。""}, {""parameter_name"": ""URRGROUPQRYTYPE"", ""data_type"": ""enum"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“VERBOSEQRYTYPE”配置为“URRGROUP_VERBOSE”时为必选参数。""}, {""parameter_name"": ""RULENAME"", ""data_type"": ""string"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“VERBOSEQRYTYPE”配置为“RULE_VERBOSE”时为必选参数。""}, {""parameter_name"": ""PCCPOLICYGRPNM"", ""data_type"": ""string"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“VERBOSEQRYTYPE”配置为“PCC_POLICY_GRP_VERBOSE”时为必选参数。""}, {""parameter_name"": ""CATEPROPNAME"", ""data_type"": ""string"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“VERBOSEQRYTYPE”配置为“CATEGORY_PROP_VERBOSE”时为必选参数。""}, {""parameter_name"": ""EXTENDPROPNAME"", ""data_type"": ""string"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“VERBOSEQRYTYPE”配置为“EXTEND_PROP_VERBOSE”时为必选参数。""}, {""parameter_name"": ""USERPROFILENAME"", ""data_type"": ""string"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“VERBOSEQRYTYPE”配置为“USER_PROFILE_VERBOSE”时为必选参数。""}, {""parameter_name"": ""ACLNAME"", ""data_type"": ""string"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“VERBOSEQRYTYPE”配置为“ACL_VERBOSE”时为必选参数。""}, {""parameter_name"": ""ACLNODENAME"", ""data_type"": ""string"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“VERBOSEQRYTYPE”配置为“ACL_NODE_VERBOSE”时为必选参数。""}, {""parameter_name"": ""LOCATIONNAME"", ""data_type"": ""string"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“VERBOSEQRYTYPE”配置为“USR_LOCATION_VERBOSE”时为必选参数。""}, {""parameter_name"": ""LOCGROUPNAME"", ""data_type"": ""string"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“VERBOSEQRYTYPE”配置为“USR_LOC_GROUP_VERBOSE”时为必选参数。""}, {""parameter_name"": ""QOSPROPNAME"", ""data_type"": ""string"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“VERBOSEQRYTYPE”配置为“QOS_PROP_VERBOSE”时为必选参数。""}, {""parameter_name"": ""FLWFLTRGRPNAME"", ""data_type"": ""string"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“VERBOSEQRYTYPE”配置为“FLW_FLTR_GRP_V”时为必选参数。""}, {""parameter_name"": ""IMSIMSSEGNAME"", ""data_type"": ""string"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“VERBOSEQRYTYPE”配置为“IMSIMS_SEG_VERBOSE”时为必选参数。""}]","[""PGW-U"", ""UPF""]","[""UDG""]","[""用户面服务管理"", ""业务匹配策略"", ""业务匹配公共配置"", ""业务规则管理"", ""对象反向查询""]",此命令用于提供对象反向绑定关系查询的功能。根据运营商指定的配置信息反向查询出引用了该配置数据的配置信息。,1
OCS,OCS,entity,"[""OCSHOSTNAME"", ""REALMNAME""]",5,"[{""parameter_name"": ""OCSHOSTNAME"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""REALMNAME"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""VPNINSTANCE"", ""data_type"": ""string"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""DSCPV"", ""data_type"": ""integer"", ""required_mode"": ""optional"", ""default_value"": ""255"", ""condition"": """"}, {""parameter_name"": ""WALVALUE"", ""data_type"": ""integer"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}]","[""PGW-C"", ""SMF""]","[""UNC""]","[""业务服务管理"", ""会话管理"", ""计费管理"", ""在线计费"", ""OCS Diameter连接"", ""OCS Server""]",该命令用于增加OCS的基本信息，包括OCS主机名、域名、VPN实例。,5
OCSALMTHD,OCSALMTHD,entity,[],0,[],"[""PGW-C"", ""SMF""]","[""UNC""]","[""业务服务管理"", ""会话管理"", ""计费管理"", ""告警管理"", ""OCS告警阈值""]",该命令用于显示OCS告警相关配置。包括OCS链路告警阈值、OCS链路状态采样配置和OCS应用层告警阈值。,2
OCSBINDING,OCSBINDING,binding,"[""OCSGRPNAME"", ""OCSHOSTNAME""]",5,"[{""parameter_name"": ""OCSGRPNAME"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""OCSHOSTNAME"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""SEGGROUPNAME"", ""data_type"": ""string"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""IMSIPRIORITY"", ""data_type"": ""integer"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""OCSPERCENTAGE"", ""data_type"": ""integer"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}]","[""PGW-C"", ""SMF""]","[""UNC""]","[""业务服务管理"", ""会话管理"", ""计费管理"", ""在线计费"", ""OCS Diameter连接"", ""OCS绑定OCS Group""]",该命令用来增加OCS绑定关系。,4
OCSDOWNACTION,OCSDOWNACTION,entity,"[""DCCTMPLTNAME"", ""OCSDNACTION""]",3,"[{""parameter_name"": ""DCCTMPLTNAME"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""OCSDNACTION"", ""data_type"": ""enum"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""HOLDINGTMFLAG"", ""data_type"": ""enum"", ""required_mode"": ""conditional_optional"", ""default_value"": ""无"", ""condition"": ""该参数在“OCSDNACTION”配置为“PERMIT”时为可选参数。""}]","[""PGW-C"", ""SMF""]","[""UNC""]","[""业务服务管理"", ""会话管理"", ""计费管理"", ""在线计费"", ""信用控制"", ""信用控制模板""]",该命令用于设置DCC在线计费模板OCS状态Down动作。,1
OCSGROUP,OCSGROUP,group,"[""OCSGRPNAME""]",1,"[{""parameter_name"": ""OCSGRPNAME"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}]","[""PGW-C"", ""SMF""]","[""UNC""]","[""业务服务管理"", ""会话管理"", ""计费管理"", ""在线计费"", ""OCS Diameter连接"", ""OCS Group""]",此命令用来增加ocs组，配置ocs组的组名信息。,3
OCSGRPBINDING,OCSGRPBINDING,binding,"[""DCCTMPLTNAME"", ""PRIORSEC"", ""OCSGRPNAME"", ""SEGGROUPNAME"", ""IMSIPRIORITY""]",5,"[{""parameter_name"": ""DCCTMPLTNAME"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""PRIORSEC"", ""data_type"": ""enum"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""OCSGRPNAME"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""SEGGROUPNAME"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""IMSIPRIORITY"", ""data_type"": ""integer"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}]","[""PGW-C"", ""SMF""]","[""UNC""]","[""业务服务管理"", ""会话管理"", ""计费管理"", ""在线计费"", ""OCS Diameter连接"", ""绑定OCS Group到DCC模板""]",该命令用来增加DCC模板和OCS组绑定关系。,4
OCSINIT,OCSINIT,entity,"[""DCCTMPLTNAME"", ""OCSINIT""]",3,"[{""parameter_name"": ""DCCTMPLTNAME"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""OCSINIT"", ""data_type"": ""enum"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""WAITOCSRESP"", ""data_type"": ""enum"", ""required_mode"": ""conditional_optional"", ""default_value"": ""无"", ""condition"": ""该参数在“OCSINIT”配置为“ENABLE”时为可选参数。""}]","[""PGW-C"", ""SMF""]","[""UNC""]","[""业务服务管理"", ""会话管理"", ""计费管理"", ""在线计费"", ""信用控制"", ""信用控制模板""]",该命令用于设置DCC在线计费模板OCS初始化。,1
OCSSTATUS,OCSSTATUS,entity,[],1,"[{""parameter_name"": ""HOSTNAME"", ""data_type"": ""string"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}]","[""PGW-C"", ""SMF""]","[""UNC""]","[""业务服务管理"", ""会话管理"", ""计费管理"", ""在线计费"", ""OCS Diameter连接"", ""OCS状态""]",该命令用于查询OCS连接状态。,1
OCSUSERNUM,OCSUSERNUM,entity,[],0,[],[],"[""UNC""]","[""业务服务管理"", ""会话管理"", ""计费管理"", ""在线计费"", ""OCS Diameter连接"", ""OCS Server""]",,1
OFCCDRPARA,OFCCDRPARA,entity,[],0,[],"[""PGW-C"", ""SGW-C"", ""SMF""]","[""UNC""]","[""业务服务管理"", ""会话管理"", ""计费管理"", ""离线计费"", ""离线计费基础参数"", ""离线公共参数""]",该命令用于查询离线计费话单参数。,2
OFCSRVTEMPLATE,OFCSRVTEMPLATE,entity,"[""TEMPLATENAME""]",7,"[{""parameter_name"": ""TEMPLATENAME"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""TQM"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""INHERIT"", ""condition"": """"}, {""parameter_name"": ""QCTVALUE"", ""data_type"": ""integer"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“TQM”配置为“QCT”时为必选参数。""}, {""parameter_name"": ""BTIVALUE"", ""data_type"": ""integer"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“TQM”配置为“DTP”、“CTP” 或 “OPERATOR_CTP”时为必选参数。""}, {""parameter_name"": ""L7INDICATORSW"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""DISABLE"", ""condition"": """"}, {""parameter_name"": ""TIMETHRESHOLD"", ""data_type"": ""integer"", ""required_mode"": ""optional"", ""default_value"": ""0"", ""condition"": """"}, {""parameter_name"": ""VOLUMETHRESHOLD"", ""data_type"": ""integer"", ""required_mode"": ""optional"", ""default_value"": ""0"", ""condition"": """"}]","[""PGW-C"", ""SMF""]","[""UNC""]","[""业务服务管理"", ""会话管理"", ""计费管理"", ""离线计费"", ""业务级计费"", ""业务计费模板""]",该命令用来新增离线业务模板的配置，用于设置离线业务计费相关配置信息。,4
OFCTEMPLATE,OFCTEMPLATE,entity,"[""OFCTEMPLATENAME""]",10,"[{""parameter_name"": ""OFCTEMPLATENAME"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""GCDRVERSION"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""R7V740_EGCDR"", ""condition"": """"}, {""parameter_name"": ""PGWCDRVERSION"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""R8V850_PGW_CDR"", ""condition"": """"}, {""parameter_name"": ""SGWCDRVERSION"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""R8V850_SGW_CDR"", ""condition"": """"}, {""parameter_name"": ""RECORDSEQNUMBER"", ""data_type"": ""integer"", ""required_mode"": ""optional"", ""default_value"": ""0"", ""condition"": """"}, {""parameter_name"": ""TQM"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""QCT"", ""condition"": """"}, {""parameter_name"": ""QCTVALUE"", ""data_type"": ""integer"", ""required_mode"": ""conditional_required"", ""default_value"": ""0"", ""condition"": ""该参数在“TQM”配置为“QCT”时为必选参数。""}, {""parameter_name"": ""BTIVALUE"", ""data_type"": ""integer"", ""required_mode"": ""conditional_required"", ""default_value"": ""60"", ""condition"": ""该参数在“TQM”配置为“CTP” 或 “OPERATOR_CTP”时为必选参数。""}, {""parameter_name"": ""QHTVALUE"", ""data_type"": ""integer"", ""required_mode"": ""optional"", ""default_value"": ""0"", ""condition"": """"}, {""parameter_name"": ""CDRTIMEFORMAT"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""LOCAL_TIME"", ""condition"": """"}]","[""PGW-C"", ""SGW-C"", ""SMF""]","[""UNC""]","[""业务服务管理"", ""会话管理"", ""计费管理"", ""离线计费"", ""离线计费基础参数"", ""离线计费模板""]",此命令用于增加离线计费模板。,4
OFCTHRESHOLD,OFCTHRESHOLD,entity,"[""OFCTEMPLATENAME""]",11,"[{""parameter_name"": ""OFCTEMPLATENAME"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""THRESHINHERIT"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""TIMETHRESHOLD"", ""data_type"": ""integer"", ""required_mode"": ""conditional_optional"", ""default_value"": ""无"", ""condition"": ""该参数在“THRESHINHERIT”配置为“NON_INHERIT”时为可选参数。""}, {""parameter_name"": ""VOLUMETHRESHOLD"", ""data_type"": ""integer"", ""required_mode"": ""conditional_optional"", ""default_value"": ""无"", ""condition"": ""该参数在“THRESHINHERIT”配置为“NON_INHERIT”时为可选参数。""}, {""parameter_name"": ""MINVOLTHRESHOLD"", ""data_type"": ""integer"", ""required_mode"": ""conditional_optional"", ""default_value"": ""无"", ""condition"": ""该参数在“THRESHINHERIT”配置为“NON_INHERIT”时为可选参数。""}, {""parameter_name"": ""CONDITIONCHANGE"", ""data_type"": ""integer"", ""required_mode"": ""conditional_optional"", ""default_value"": ""无"", ""condition"": ""该参数在“THRESHINHERIT”配置为“NON_INHERIT”时为可选参数。""}, {""parameter_name"": ""SERVINGNODECHNG"", ""data_type"": ""integer"", ""required_mode"": ""conditional_optional"", ""default_value"": ""无"", ""condition"": ""该参数在“THRESHINHERIT”配置为“NON_INHERIT”时为可选参数。""}, {""parameter_name"": ""MAXSVCCONTAINER"", ""data_type"": ""integer"", ""required_mode"": ""conditional_optional"", ""default_value"": ""无"", ""condition"": ""该参数在“THRESHINHERIT”配置为“NON_INHERIT”时为可选参数。""}, {""parameter_name"": ""TIMETHRESHCCFH"", ""data_type"": ""integer"", ""required_mode"": ""conditional_optional"", ""default_value"": ""无"", ""condition"": ""该参数在“THRESHINHERIT”配置为“NON_INHERIT”时为可选参数。""}, {""parameter_name"": ""VOLTHRESHCCFH"", ""data_type"": ""integer"", ""required_mode"": ""conditional_optional"", ""default_value"": ""无"", ""condition"": ""该参数在“THRESHINHERIT”配置为“NON_INHERIT”时为可选参数。""}, {""parameter_name"": ""SECRUTHRESHOLD"", ""data_type"": ""integer"", ""required_mode"": ""conditional_optional"", ""default_value"": ""无"", ""condition"": ""该参数在“THRESHINHERIT”配置为“NON_INHERIT”时为可选参数。""}]","[""PGW-C"", ""SGW-C"", ""SMF""]","[""UNC""]","[""业务服务管理"", ""会话管理"", ""计费管理"", ""离线计费"", ""离线计费基础参数"", ""离线计费模板""]",该命令用来配置控制话单生成条件中的计费阈值，包括时间阈值、流量阈值、计费条件改变次数、话单最多携带的容器数、MME/SGSN/SGW/ePDG地址改变次数等。,1
OFFICEFCPARA,OFFICEFCPARA,entity,[],0,[],[],"[""UNC""]","[""业务服务管理"", ""NRF业务及策略管理"", ""NRF业务参数"", ""NRF局向流控参数""]",,4
OFFLOAD,OFFLOAD,entity,[],0,[],[],"[""UNC""]","[""业务服务管理"", ""Pre 5G接入业务管理"", ""控制面管理"", ""网络管理"", ""迁移控制""]",**适用网元：SGSN、MME**,2
OFFLOADAMF,OFFLOADAMF,entity,[],0,[],[],"[""UNC""]","[""业务服务管理"", ""5G接入业务管理"", ""移动性管理"", ""AMF Pool 迁移控制""]",,3
OFFLOADBYBSC,OFFLOADBYBSC,entity,"[""BSSID_1""]",30,"[{""parameter_name"": ""BSSID_1"", ""data_type"": """", ""required_mode"": ""required"", ""default_value"": ""无说明：将要迁移用户所属的BSC编号。"", ""condition"": """"}, {""parameter_name"": ""BSSID_2"", ""data_type"": """", ""required_mode"": ""optional"", ""default_value"": ""无说明：将要迁移用户所属的BSC编号。"", ""condition"": """"}, {""parameter_name"": ""BSSID_3"", ""data_type"": """", ""required_mode"": ""optional"", ""default_value"": ""无说明：将要迁移用户所属的BSC编号。"", ""condition"": """"}, {""parameter_name"": ""BSSID_4"", ""data_type"": """", ""required_mode"": ""optional"", ""default_value"": ""无说明：将要迁移用户所属的BSC编号。"", ""condition"": """"}, {""parameter_name"": ""BSSID_5"", ""data_type"": """", ""required_mode"": ""optional"", ""default_value"": ""无说明：将要迁移用户所属的BSC编号。"", ""condition"": """"}, {""parameter_name"": ""BSSID_6"", ""data_type"": """", ""required_mode"": ""optional"", ""default_value"": ""无说明：将要迁移用户所属的BSC编号。"", ""condition"": """"}, {""parameter_name"": ""BSSID_7"", ""data_type"": """", ""required_mode"": ""optional"", ""default_value"": ""无说明：将要迁移用户所属的BSC编号。"", ""condition"": """"}, {""parameter_name"": ""BSSID_8"", ""data_type"": """", ""required_mode"": ""optional"", ""default_value"": ""无说明：将要迁移用户所属的BSC编号。"", ""condition"": """"}, {""parameter_name"": ""BSSID_9"", ""data_type"": """", ""required_mode"": ""optional"", ""default_value"": ""无说明：将要迁移用户所属的BSC编号。"", ""condition"": """"}, {""parameter_name"": ""BSSID_10"", ""data_type"": """", ""required_mode"": ""optional"", ""default_value"": ""无说明：将要迁移用户所属的BSC编号。"", ""condition"": """"}, {""parameter_name"": ""NRI_1"", ""data_type"": """", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""OFFPERCENT_1"", ""data_type"": """", ""required_mode"": ""optional"", ""default_value"": ""无说明：当输入迁入百分比时，则将本SGSN上迁出的用户按指定的百分比迁移到各个目的SGSN中； 如果未输入迁入百分比，则将本SGSN上迁出的用户平均分配到各个目的SGSN中。"", ""condition"": """"}, {""parameter_name"": ""NRI_2"", ""data_type"": """", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""OFFPERCENT_2"", ""data_type"": """", ""required_mode"": ""optional"", ""default_value"": ""无说明：当输入迁入百分比时，则将本SGSN上迁出的用户按指定的百分比迁移到各个目的SGSN中； 如果未输入迁入百分比，则将本SGSN上迁出的用户平均分配到各个目的SGSN中。"", ""condition"": """"}, {""parameter_name"": ""NRI_3"", ""data_type"": """", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""OFFPERCENT_3"", ""data_type"": """", ""required_mode"": ""optional"", ""default_value"": ""无说明：当输入迁入百分比时，则将本SGSN上迁出的用户按指定的百分比迁移到各个目的SGSN中； 如果未输入迁入百分比，则将本SGSN上迁出的用户平均分配到各个目的SGSN中。"", ""condition"": """"}, {""parameter_name"": ""NRI_4"", ""data_type"": """", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""OFFPERCENT_4"", ""data_type"": """", ""required_mode"": ""optional"", ""default_value"": ""无说明：当输入迁入百分比时，则将本SGSN上迁出的用户按指定的百分比迁移到各个目的SGSN中； 如果未输入迁入百分比，则将本SGSN上迁出的用户平均分配到各个目的SGSN中。"", ""condition"": """"}, {""parameter_name"": ""NRI_5"", ""data_type"": """", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""OFFPERCENT_5"", ""data_type"": """", ""required_mode"": ""optional"", ""default_value"": ""无说明：当输入迁入百分比时，则将本SGSN上迁出的用户按指定的百分比迁移到各个目的SGSN中； 如果未输入迁入百分比，则将本SGSN上迁出的用户平均分配到各个目的SGSN中。"", ""condition"": """"}, {""parameter_name"": ""NRI_6"", ""data_type"": """", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""OFFPERCENT_6"", ""data_type"": """", ""required_mode"": ""optional"", ""default_value"": ""无说明：当输入迁入百分比时，则将本SGSN上迁出的用户按指定的百分比迁移到各个目的SGSN中； 如果未输入迁入百分比，则将本SGSN上迁出的用户平均分配到各个目的SGSN中。"", ""condition"": """"}, {""parameter_name"": ""NRI_7"", ""data_type"": """", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""OFFPERCENT_7"", ""data_type"": """", ""required_mode"": ""optional"", ""default_value"": ""无说明：当输入迁入百分比时，则将本SGSN上迁出的用户按指定的百分比迁移到各个目的SGSN中； 如果未输入迁入百分比，则将本SGSN上迁出的用户平均分配到各个目的SGSN中。"", ""condition"": """"}, {""parameter_name"": ""NRI_8"", ""data_type"": """", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""OFFPERCENT_8"", ""data_type"": """", ""required_mode"": ""optional"", ""default_value"": ""无说明：当输入迁入百分比时，则将本SGSN上迁出的用户按指定的百分比迁移到各个目的SGSN中； 如果未输入迁入百分比，则将本SGSN上迁出的用户平均分配到各个目的SGSN中。"", ""condition"": """"}, {""parameter_name"": ""NRI_9"", ""data_type"": """", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""OFFPERCENT_9"", ""data_type"": """", ""required_mode"": ""optional"", ""default_value"": ""无说明：当输入迁入百分比时，则将本SGSN上迁出的用户按指定的百分比迁移到各个目的SGSN中； 如果未输入迁入百分比，则将本SGSN上迁出的用户平均分配到各个目的SGSN中。"", ""condition"": """"}, {""parameter_name"": ""NRI_10"", ""data_type"": """", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""OFFPERCENT_10"", ""data_type"": """", ""required_mode"": ""optional"", ""default_value"": ""无说明：当输入迁入百分比时，则将本SGSN上迁出的用户按指定的百分比迁移到各个目的SGSN中； 如果未输入迁入百分比，则将本SGSN上迁出的用户平均分配到各个目的SGSN中。"", ""condition"": """"}]",[],"[""UNC""]","[""业务服务管理"", ""Pre 5G接入业务管理"", ""控制面管理"", ""网络管理"", ""迁移控制""]",**适用网元：SGSN**,1
